created_at,hari,tanggal,waktu,bulan,jam,text,lang,retweet_count,favorite_count,label,translated_text
2016-03-04 12:56:14+00:00,Friday,2016-03-04 00:00:00+00:00,12:56:14,March,12,@Georgie_Budding ive also had postnatal depression and I was diagnosed with depressed 18 months ago. Some days are a massive battle x,en,0,1,positive,@Georgie_Budding ive also had postnatal depression and I was diagnosed with depressed 18 months ago. Some days are a massive battle x
2016-03-04 15:54:18+00:00,Friday,2016-03-04 00:00:00+00:00,15:54:18,March,15,A very moving look at what an adult would tell her teenage self diagnosed with depression. Our #Endingthesilence... https://t.co/HpZyxtiUma,en,1,1,positive,A very moving look at what an adult would tell her teenage self diagnosed with depression. Our #Endingthesilence... https://t.co/HpZyxtiUma
2016-03-04 15:58:52+00:00,Friday,2016-03-04 00:00:00+00:00,15:58:52,March,15,@mezmez__ @808s_n_cupcakes I'm diagnosed with depression But I've definitely had MEDS that have thrown me into mania.,en,0,1,positive,@mezmez__ @808s_n_cupcakes I'm diagnosed with depression But I've definitely had MEDS that have thrown me into mania.
2016-03-04 16:05:18+00:00,Friday,2016-03-04 00:00:00+00:00,16:05:18,March,16,A woman gives advice to teenage self with #depression. https://t.co/PWJMAVPMho Support @NAMIAustin #endthesilence https://t.co/bfsNLupedj,en,0,0,positive,A woman gives advice to teenage self with #depression. https://t.co/PWJMAVPMho Support @NAMIAustin #endthesilence https://t.co/bfsNLupedj
2016-03-04 20:24:54+00:00,Friday,2016-03-04 00:00:00+00:00,20:24:54,March,20,"@curtislepore @TimIsATinyBox I was an honor student. Then I was diagnosed with depression, and later, ADD &gt;.&lt;",en,0,1,positive,"@curtislepore @TimIsATinyBox I was an honor student. Then I was diagnosed with depression, and later, ADD &gt;.&lt;"
2016-03-04 20:51:57+00:00,Friday,2016-03-04 00:00:00+00:00,20:51:57,March,20,Last year I was diagnosed with depression and Aniexty. Onwards and upwards I say and seeing others get better are great inspiration to me 😐,en,0,0,positive,Last year I was diagnosed with depression and Aniexty. Onwards and upwards I say and seeing others get better are great inspiration to me 😐
2016-03-04 23:44:06+00:00,Friday,2016-03-04 00:00:00+00:00,23:44:06,March,23,I'm so glad I was diagnosed with depression,en,1,1,positive,I'm so glad I was diagnosed with depression
2016-03-05 00:05:17+00:00,Saturday,2016-03-05 00:00:00+00:00,00:05:17,March,0,"@BettyMWhite Recently I've been diagnosed with depression, GAD, and OCD and my husband convince me to watch the show again because I",en,0,0,positive,"@BettyMWhite Recently I've been diagnosed with depression, GAD, and OCD and my husband convince me to watch the show again because I"
2016-03-05 01:59:19+00:00,Saturday,2016-03-05 00:00:00+00:00,01:59:19,March,1,"@fairychuu AND to have depression along with it
/yeah i was diagnosed/ (no not self either)",en,0,0,positive,"@fairychuu AND to have depression along with it
/yeah i was diagnosed/ (no not self either)"
2016-03-05 04:31:46+00:00,Saturday,2016-03-05 00:00:00+00:00,04:31:46,March,4,I was diagnosed with anxiety and depression. I am on medication for it.,en,0,0,positive,I was diagnosed with anxiety and depression. I am on medication for it.
2016-03-05 04:32:32+00:00,Saturday,2016-03-05 00:00:00+00:00,04:32:32,March,4,"@jarpad Thank you for being an inspiration, I was diagnosed with depression last year and I fight everyday for me and my kids #AKF",en,0,0,positive,"@jarpad Thank you for being an inspiration, I was diagnosed with depression last year and I fight everyday for me and my kids #AKF"
2016-03-06 18:33:54+00:00,Sunday,2016-03-06 00:00:00+00:00,18:33:54,March,18,"It's my last therapy session a week on Monday and considering I was diagnosed with depression about 5 months ago, I've done pretty darn good",en,0,2,positive,"It's my last therapy session a week on Monday and considering I was diagnosed with depression about 5 months ago, I've done pretty darn good"
2016-03-06 21:37:15+00:00,Sunday,2016-03-06 00:00:00+00:00,21:37:15,March,21,"@Ivan_Maisel   Sounds like Autistic-Avoidant personality disorder, which I have been diagnosed with.  After 40 years of depression.",en,0,0,positive,"@Ivan_Maisel   Sounds like Autistic-Avoidant personality disorder, which I have been diagnosed with.  After 40 years of depression."
2016-03-06 23:11:05+00:00,Sunday,2016-03-06 00:00:00+00:00,23:11:05,March,23,@jarpad my name is Risa I was diagnosed with depression and anxiety when I was 8. To have someone like you showing support has made every...,en,0,0,positive,@jarpad my name is Risa I was diagnosed with depression and anxiety when I was 8. To have someone like you showing support has made every...
2016-03-07 00:13:14+00:00,Monday,2016-03-07 00:00:00+00:00,00:13:14,March,0,I was diagnosed with depression in February of 2015,en,1,1,positive,I was diagnosed with depression in February of 2015
2016-03-07 03:13:04+00:00,Monday,2016-03-07 00:00:00+00:00,03:13:04,March,3,@malydiia @GuruTrollSage I'd know because I was diagnosed with depression and refused to take anti depressants. Beat the shit w my mental 💪🏾,en,0,0,positive,@malydiia @GuruTrollSage I'd know because I was diagnosed with depression and refused to take anti depressants. Beat the shit w my mental 💪🏾
2016-03-07 09:33:37+00:00,Monday,2016-03-07 00:00:00+00:00,09:33:37,March,9,"I was diagnosed with depression winter of 8th grade, but idk when I actually developed it, ya know?",en,0,2,positive,"I was diagnosed with depression winter of 8th grade, but idk when I actually developed it, ya know?"
2016-03-07 14:07:42+00:00,Monday,2016-03-07 00:00:00+00:00,14:07:42,March,14,I was diagnosed with clinical depression when I was 12 years old. It's one of the battles I… https://t.co/XosusBTK50,en,0,0,positive,I was diagnosed with clinical depression when I was 12 years old. It's one of the battles I… https://t.co/XosusBTK50
2016-03-07 19:43:21+00:00,Monday,2016-03-07 00:00:00+00:00,19:43:21,March,19,"@_Jordan1200 whatever terminology you wanna use. people who dont have it, will never understand it. i was diagnosed with clinical depression",en,0,1,positive,"@_Jordan1200 whatever terminology you wanna use. people who dont have it, will never understand it. i was diagnosed with clinical depression"
2016-03-07 22:43:50+00:00,Monday,2016-03-07 00:00:00+00:00,22:43:50,March,22,I’m diagnosed with depression and anxiety and this is total bullshit. https://t.co/hyQ1FiHqIZ,en,0,3,positive,I’m diagnosed with depression and anxiety and this is total bullshit. https://t.co/hyQ1FiHqIZ
2016-03-08 03:59:49+00:00,Tuesday,2016-03-08 00:00:00+00:00,03:59:49,March,3,"@snarkypitster that's also debatable. I've been diagnosed with severe depression and honestly, I can't control how fast I recover.",en,0,0,positive,"@snarkypitster that's also debatable. I've been diagnosed with severe depression and honestly, I can't control how fast I recover."
2016-03-08 05:40:08+00:00,Tuesday,2016-03-08 00:00:00+00:00,05:40:08,March,5,"A couple of years ago, I was diagnosed with clinical depression, something that I had apparently… https://t.co/hbCbJlhIVj",en,0,1,positive,"A couple of years ago, I was diagnosed with clinical depression, something that I had apparently… https://t.co/hbCbJlhIVj"
2016-03-08 06:15:01+00:00,Tuesday,2016-03-08 00:00:00+00:00,06:15:01,March,6,my favorite song is voodoo doll by 5 seconds of summer. i have anxiety. i was diagnosed with depression a year ago.,en,0,1,positive,my favorite song is voodoo doll by 5 seconds of summer. i have anxiety. i was diagnosed with depression a year ago.
2016-03-08 16:50:55+00:00,Tuesday,2016-03-08 00:00:00+00:00,16:50:55,March,16,"@KatiMorton last week I was diagnosed with depression, but that doesn't mean I'm giving up!",en,0,3,positive,"@KatiMorton last week I was diagnosed with depression, but that doesn't mean I'm giving up!"
2016-03-08 18:05:17+00:00,Tuesday,2016-03-08 00:00:00+00:00,18:05:17,March,18,"@IreneNyonga well I'm diagnosed with depression, I'm trying my best to be happy",en,0,0,positive,"@IreneNyonga well I'm diagnosed with depression, I'm trying my best to be happy"
2016-03-08 19:52:55+00:00,Tuesday,2016-03-08 00:00:00+00:00,19:52:55,March,19,Swear I was diagnosed with Seasonal Depression..bc this warm weather has me in the best moods 😎☀️,en,2,4,positive,Swear I was diagnosed with Seasonal Depression..bc this warm weather has me in the best moods 😎☀️
2016-03-08 20:12:59+00:00,Tuesday,2016-03-08 00:00:00+00:00,20:12:59,March,20,"3 years ago I was diagnosed with major depression
The 20yrs before that it was just a drunk captain depression 

*shrugs* send",en,1,7,positive,"3 years ago I was diagnosed with major depression
The 20yrs before that it was just a drunk captain depression 

*shrugs* send"
2016-03-09 02:01:20+00:00,Wednesday,2016-03-09 00:00:00+00:00,02:01:20,March,2,"considering that I have been diagnosed with depression and have been to concerts I can confirm , PCD is not fucking real. end of discussion.",en,0,0,positive,"considering that I have been diagnosed with depression and have been to concerts I can confirm , PCD is not fucking real. end of discussion."
2016-03-09 05:13:22+00:00,Wednesday,2016-03-09 00:00:00+00:00,05:13:22,March,5,I didn't take depression seriously until I was diagnosed with type 1 six years ago. The bouts I go through are... https://t.co/ENtvFKSUvh,en,0,0,positive,I didn't take depression seriously until I was diagnosed with type 1 six years ago. The bouts I go through are... https://t.co/ENtvFKSUvh
2016-03-09 06:53:40+00:00,Wednesday,2016-03-09 00:00:00+00:00,06:53:40,March,6,I've been diagnosed w depression + anxiety + social anxiety &amp; tbh i had an episode yday cos i thought that I was doing a lousy job curating,en,7,4,positive,I've been diagnosed w depression + anxiety + social anxiety &amp; tbh i had an episode yday cos i thought that I was doing a lousy job curating
2016-03-09 17:44:45+00:00,Wednesday,2016-03-09 00:00:00+00:00,17:44:45,March,17,Umm so I've been diagnosed with bipolar and depression,en,0,7,positive,Umm so I've been diagnosed with bipolar and depression
2016-03-09 19:21:16+00:00,Wednesday,2016-03-09 00:00:00+00:00,19:21:16,March,19,"Today I was diagnosed with depression and anxiety, I hate the way I feel and it's becoming to much😞",en,0,1,positive,"Today I was diagnosed with depression and anxiety, I hate the way I feel and it's becoming to much😞"
2016-03-09 21:25:24+00:00,Wednesday,2016-03-09 00:00:00+00:00,21:25:24,March,21,I have been diagnosed with Post-Concert Depression 😭,en,0,4,positive,I have been diagnosed with Post-Concert Depression 😭
2016-03-09 23:07:40+00:00,Wednesday,2016-03-09 00:00:00+00:00,23:07:40,March,23,@emilywrotethis I told them I was diagnosed with depression and anxiety (which I am). I hope I'm not a match! 🙌🏼🎉😊,en,0,0,positive,@emilywrotethis I told them I was diagnosed with depression and anxiety (which I am). I hope I'm not a match! 🙌🏼🎉😊
2016-03-10 03:04:13+00:00,Thursday,2016-03-10 00:00:00+00:00,03:04:13,March,3,"@HeXueLi i can empathize with this

but i've been diagnosed with depression so idk if that counts",en,0,0,positive,"@HeXueLi i can empathize with this

but i've been diagnosed with depression so idk if that counts"
2016-03-10 03:28:57+00:00,Thursday,2016-03-10 00:00:00+00:00,03:28:57,March,3,"At age 22 I was diagnosed with dysthymia (mild chronic depression), and avoidant personality disorder. I can relate. https://t.co/85bbAbLYwr",en,0,0,positive,"At age 22 I was diagnosed with dysthymia (mild chronic depression), and avoidant personality disorder. I can relate. https://t.co/85bbAbLYwr"
2016-03-10 04:15:01+00:00,Thursday,2016-03-10 00:00:00+00:00,04:15:01,March,4,@_Flying_Phoenix I've been diagnosed with depression and anxiety for 11 years now almost.,en,0,1,positive,@_Flying_Phoenix I've been diagnosed with depression and anxiety for 11 years now almost.
2016-03-10 04:35:59+00:00,Thursday,2016-03-10 00:00:00+00:00,04:35:59,March,4,@bella_moon wow. i'm glad you did. I was diagnosed with clinical depression at age 11. I always try to comment that. glad you could say it.,en,0,1,positive,@bella_moon wow. i'm glad you did. I was diagnosed with clinical depression at age 11. I always try to comment that. glad you could say it.
2016-03-10 05:33:55+00:00,Thursday,2016-03-10 00:00:00+00:00,05:33:55,March,5,Two years ago today I was diagnosed with clinical depression. Barely two weeks after I attempted… https://t.co/seoiyNoCTd,en,0,0,positive,Two years ago today I was diagnosed with clinical depression. Barely two weeks after I attempted… https://t.co/seoiyNoCTd
2016-03-10 06:42:00+00:00,Thursday,2016-03-10 00:00:00+00:00,06:42:00,March,6,"I've been diagnosed with depression, anxiety, all kind of phobia. Stay away from me, everyone. Stay away!",en,1,0,positive,"I've been diagnosed with depression, anxiety, all kind of phobia. Stay away from me, everyone. Stay away!"
2016-03-10 11:56:29+00:00,Thursday,2016-03-10 00:00:00+00:00,11:56:29,March,11,"@WhammBar however when i was diagnosed with depression, it made me realise just how lack of funding there is for mental health.",en,0,0,positive,"@WhammBar however when i was diagnosed with depression, it made me realise just how lack of funding there is for mental health."
2016-03-10 12:52:35+00:00,Thursday,2016-03-10 00:00:00+00:00,12:52:35,March,12,@matisyahunz @gzordtron I was diagnosed with Gender Dysphoria and depression by Dr. Lisa Brinkmann about 4-5 years ago.,en,0,0,positive,@matisyahunz @gzordtron I was diagnosed with Gender Dysphoria and depression by Dr. Lisa Brinkmann about 4-5 years ago.
2016-03-10 14:17:14+00:00,Thursday,2016-03-10 00:00:00+00:00,14:17:14,March,14,"10 years ago, I was diagnosed with having panic attacks. 7 years ago, I was diagnosed with GAD and depression. #SickNotWeak #immotashamed",en,1,5,positive,"10 years ago, I was diagnosed with having panic attacks. 7 years ago, I was diagnosed with GAD and depression. #SickNotWeak #immotashamed"
2016-03-10 15:31:40+00:00,Thursday,2016-03-10 00:00:00+00:00,15:31:40,March,15,I was diagnosed with depression during my Senior year,en,0,0,positive,I was diagnosed with depression during my Senior year
2016-03-10 17:25:49+00:00,Thursday,2016-03-10 00:00:00+00:00,17:25:49,March,17,When I was diagnosed with depression &amp; ptsd I thought i was losing my mind lol in a way I was its a growing problem https://t.co/htjUTvVi0P,en,0,0,positive,When I was diagnosed with depression &amp; ptsd I thought i was losing my mind lol in a way I was its a growing problem https://t.co/htjUTvVi0P
2016-03-10 22:36:17+00:00,Thursday,2016-03-10 00:00:00+00:00,22:36:17,March,22,Yesterday I was diagnosed with having social anxiety and inattentive-type ADHD on top having major depression 😕😩😥😢 #mentalhealthawareness,en,0,0,positive,Yesterday I was diagnosed with having social anxiety and inattentive-type ADHD on top having major depression 😕😩😥😢 #mentalhealthawareness
2016-03-10 23:23:13+00:00,Thursday,2016-03-10 00:00:00+00:00,23:23:13,March,23,I was diagnosed with depression aged 19 I've never talked about it b4 but we need to doctors prescribing pills isn't enough! @MindCharity,en,2,5,positive,I was diagnosed with depression aged 19 I've never talked about it b4 but we need to doctors prescribing pills isn't enough! @MindCharity
2016-03-11 04:27:14+00:00,Friday,2016-03-11 00:00:00+00:00,04:27:14,March,4,I'm diagnosed with depression 😞😭,en,0,0,positive,I'm diagnosed with depression 😞😭
2016-03-11 05:39:53+00:00,Friday,2016-03-11 00:00:00+00:00,05:39:53,March,5,"6 years to this day that I was diagnosed with depression, bi polar disorder and anxiety disorder. But I am still standing. God is good ❤️",en,0,2,positive,"6 years to this day that I was diagnosed with depression, bi polar disorder and anxiety disorder. But I am still standing. God is good ❤️"
2016-03-11 06:48:05+00:00,Friday,2016-03-11 00:00:00+00:00,06:48:05,March,6,And I've been diagnosed with a mental illness... (Depression) https://t.co/XenJQ8QCij,en,0,0,positive,And I've been diagnosed with a mental illness... (Depression) https://t.co/XenJQ8QCij
2016-03-11 20:54:52+00:00,Friday,2016-03-11 00:00:00+00:00,20:54:52,March,20,I have been diagnosed with post concert depression also referred to as P.C.D. #ItIsSoReal,en,0,2,positive,I have been diagnosed with post concert depression also referred to as P.C.D. #ItIsSoReal
2016-03-11 21:22:31+00:00,Friday,2016-03-11 00:00:00+00:00,21:22:31,March,21,I have been diagnosed with depression.,en,0,0,positive,I have been diagnosed with depression.
2016-03-11 23:58:51+00:00,Friday,2016-03-11 00:00:00+00:00,23:58:51,March,23,Went to the doctors today and I have been diagnosed with Atypical Depression mixed with ADHD. — feeling depressed,en,0,0,positive,Went to the doctors today and I have been diagnosed with Atypical Depression mixed with ADHD. — feeling depressed
2016-03-12 04:51:09+00:00,Saturday,2016-03-12 00:00:00+00:00,04:51:09,March,4,I was diagnosed w depression but I think I just have seasonal depression,en,0,1,positive,I was diagnosed w depression but I think I just have seasonal depression
2016-03-12 06:06:48+00:00,Saturday,2016-03-12 00:00:00+00:00,06:06:48,March,6,"so bad that after some terrible shit went down, I had to go to therapy to get better and I was diagnosed w 2 types of depression lol",en,0,0,positive,"so bad that after some terrible shit went down, I had to go to therapy to get better and I was diagnosed w 2 types of depression lol"
2016-03-12 06:49:03+00:00,Saturday,2016-03-12 00:00:00+00:00,06:49:03,March,6,"I was diagnosed with depression in 2012 and as those who suffer from it know, sometimes no matter what is going on irl, you just get sad :/",en,0,1,positive,"I was diagnosed with depression in 2012 and as those who suffer from it know, sometimes no matter what is going on irl, you just get sad :/"
2016-03-12 16:07:59+00:00,Saturday,2016-03-12 00:00:00+00:00,16:07:59,March,16,"does depression go away? I was diagnosed last year, felt fine for a while, but I feel like shit again.",en,0,0,positive,"does depression go away? I was diagnosed last year, felt fine for a while, but I feel like shit again."
2016-03-12 17:16:08+00:00,Saturday,2016-03-12 00:00:00+00:00,17:16:08,March,17,"In defense of my illness: Late in 2015, I was diagnosed with major depression. But I'm not here to talk about ... https://t.co/nI1xN4Jo7W",en,0,0,positive,"In defense of my illness: Late in 2015, I was diagnosed with major depression. But I'm not here to talk about ... https://t.co/nI1xN4Jo7W"
2016-03-12 19:00:04+00:00,Saturday,2016-03-12 00:00:00+00:00,19:00:04,March,19,I was diagnosed with severe sleep apnea several years ago. I am sure that also leads to #depression. https://t.co/x3gqrZYByA #sleepapnea,en,0,1,positive,I was diagnosed with severe sleep apnea several years ago. I am sure that also leads to #depression. https://t.co/x3gqrZYByA #sleepapnea
2016-03-12 22:07:43+00:00,Saturday,2016-03-12 00:00:00+00:00,22:07:43,March,22,"@HeartlandOnCBC 1. LUV the show &amp; it got me reading again after 12yrs. Since, I was diagnosed w/bipolar depression,soc anxiety&amp;PTSD.",en,0,0,positive,"@HeartlandOnCBC 1. LUV the show &amp; it got me reading again after 12yrs. Since, I was diagnosed w/bipolar depression,soc anxiety&amp;PTSD."
2016-03-12 22:18:41+00:00,Saturday,2016-03-12 00:00:00+00:00,22:18:41,March,22,@Boogie2988 not crippling but I have been diagnosed with depression...Yeah moving on,en,0,0,positive,@Boogie2988 not crippling but I have been diagnosed with depression...Yeah moving on
2016-03-13 05:04:02+00:00,Sunday,2016-03-13 00:00:00+00:00,05:04:02,March,5,"@NotintheAsylum Haha, don't worry about it.

I don't necessarily agree with there being a certain level of depression. I was diagnosed +",en,0,0,positive,"@NotintheAsylum Haha, don't worry about it.

I don't necessarily agree with there being a certain level of depression. I was diagnosed +"
2016-03-13 07:46:11+00:00,Sunday,2016-03-13 00:00:00+00:00,07:46:11,March,7,@KristaPfr @bnjrJubilation I was about 19 when I was diagnosed with depression and anxiety.   22 with bipolar.  I was devastated.,en,0,1,positive,@KristaPfr @bnjrJubilation I was about 19 when I was diagnosed with depression and anxiety.   22 with bipolar.  I was devastated.
2016-03-13 10:48:57+00:00,Sunday,2016-03-13 00:00:00+00:00,10:48:57,March,10,"I was diagnosed with depression about 25 years ago, and given medication which actually made it worse, which then... https://t.co/EURaG4Rr1D",en,0,0,positive,"I was diagnosed with depression about 25 years ago, and given medication which actually made it worse, which then... https://t.co/EURaG4Rr1D"
2016-03-13 16:51:11+00:00,Sunday,2016-03-13 00:00:00+00:00,16:51:11,March,16,I've been diagnosed with PCDD...Post Congress Depression Disorder. It's highly contagious and maybe even lithal,en,0,0,positive,I've been diagnosed with PCDD...Post Congress Depression Disorder. It's highly contagious and maybe even lithal
2016-03-13 19:40:58+00:00,Sunday,2016-03-13 00:00:00+00:00,19:40:58,March,19,"@JOjojosiejay I didn't realise when I was diagnosed with depression that it would be so all-encompassing. Eat, sleep, repeat.",en,1,1,positive,"@JOjojosiejay I didn't realise when I was diagnosed with depression that it would be so all-encompassing. Eat, sleep, repeat."
2016-03-13 20:07:26+00:00,Sunday,2016-03-13 00:00:00+00:00,20:07:26,March,20,@KatiMorton ever since I was diagnosed with depression I've been feeling really overwhelmed. How do I slow down and take a second?,en,0,0,positive,@KatiMorton ever since I was diagnosed with depression I've been feeling really overwhelmed. How do I slow down and take a second?
2016-03-13 23:53:57+00:00,Sunday,2016-03-13 00:00:00+00:00,23:53:57,March,23,"My mom (a nurse), didn't accept my anxiety and depression until a few years ago, many years after I was diagnosed. #imnotashamed.",en,0,1,positive,"My mom (a nurse), didn't accept my anxiety and depression until a few years ago, many years after I was diagnosed. #imnotashamed."
2016-03-14 02:15:57+00:00,Monday,2016-03-14 00:00:00+00:00,02:15:57,March,2,@SsjNarcy my audience is 18-34 and I was diagnosed with depression at 7. I think it'll be okay,en,0,0,positive,@SsjNarcy my audience is 18-34 and I was diagnosed with depression at 7. I think it'll be okay
2016-03-14 03:37:09+00:00,Monday,2016-03-14 00:00:00+00:00,03:37:09,March,3,@Whatchuuumeannn Saying knowledge about depression. I was diagnosed it sucks but everyday is a new day. #positivemind #positivevibes,en,0,0,positive,@Whatchuuumeannn Saying knowledge about depression. I was diagnosed it sucks but everyday is a new day. #positivemind #positivevibes
2016-03-14 10:56:42+00:00,Monday,2016-03-14 00:00:00+00:00,10:56:42,March,10,"Exactly two years ago, I was diagnosed with depression. That day I took faith into my own hands… https://t.co/pHYzk9vVVI",en,0,1,positive,"Exactly two years ago, I was diagnosed with depression. That day I took faith into my own hands… https://t.co/pHYzk9vVVI"
2016-03-14 18:54:53+00:00,Monday,2016-03-14 00:00:00+00:00,18:54:53,March,18,@rarebre3d It was so bad. I was diagnosed with depression and crying all the time. I was also working a job I absolutely hated.,en,0,0,positive,@rarebre3d It was so bad. I was diagnosed with depression and crying all the time. I was also working a job I absolutely hated.
2016-03-14 22:53:54+00:00,Monday,2016-03-14 00:00:00+00:00,22:53:54,March,22,#knowyouranon when i was 13 i was diagnosed with clinical depression. When i was 16 i was diagnosed with anxiety.,en,0,1,positive,#knowyouranon when i was 13 i was diagnosed with clinical depression. When i was 16 i was diagnosed with anxiety.
2016-03-14 23:11:55+00:00,Monday,2016-03-14 00:00:00+00:00,23:11:55,March,23,...see it coming. I was diagnosed with anxiety and depression and put on medication. It's come as a complete shock. Today is the first...,en,0,0,positive,...see it coming. I was diagnosed with anxiety and depression and put on medication. It's come as a complete shock. Today is the first...
2016-03-15 00:01:16+00:00,Tuesday,2016-03-15 00:00:00+00:00,00:01:16,March,0,"@tobyfox Undertale has been a real source of hope since I've been diagnosed with depression, and really helped me after I left the hospital.",en,0,1,positive,"@tobyfox Undertale has been a real source of hope since I've been diagnosed with depression, and really helped me after I left the hospital."
2016-03-15 00:18:21+00:00,Tuesday,2016-03-15 00:00:00+00:00,00:18:21,March,0,"A3. ...by the time I was 19 I was diagnosed with PTSD, depression, and anxiety. #flyychat",en,0,1,positive,"A3. ...by the time I was 19 I was diagnosed with PTSD, depression, and anxiety. #flyychat"
2016-03-15 02:39:33+00:00,Tuesday,2016-03-15 00:00:00+00:00,02:39:33,March,2,I HAVE BEEN DIAGNOSED WITH TWO TYPES OF DEPRESSION AND I KNOW HOW SERIOUS THESE THINGS ARE !!   DEPRESSION IS SO SERIOUS!,en,0,0,positive,I HAVE BEEN DIAGNOSED WITH TWO TYPES OF DEPRESSION AND I KNOW HOW SERIOUS THESE THINGS ARE !!   DEPRESSION IS SO SERIOUS!
2016-03-15 04:31:12+00:00,Tuesday,2016-03-15 00:00:00+00:00,04:31:12,March,4,"I have been diagnosed with severe depression, actually. And other issues too. IM NOT ACTUALLY A NARCISSIST (Rach and Amari smh)",en,0,1,positive,"I have been diagnosed with severe depression, actually. And other issues too. IM NOT ACTUALLY A NARCISSIST (Rach and Amari smh)"
2016-03-15 08:20:48+00:00,Tuesday,2016-03-15 00:00:00+00:00,08:20:48,March,8,"i have been asked so many times if i have been diagnosed with depression and although the answer now is yes, it used to be no. i was often",en,0,1,positive,"i have been asked so many times if i have been diagnosed with depression and although the answer now is yes, it used to be no. i was often"
2016-03-15 11:42:57+00:00,Tuesday,2016-03-15 00:00:00+00:00,11:42:57,March,11,"@ayywhatsgood_ I'm diagnosed with clinical depression and after diggin up some issues w/ ma shrink, it all goes back to my childhood haha",en,0,0,positive,"@ayywhatsgood_ I'm diagnosed with clinical depression and after diggin up some issues w/ ma shrink, it all goes back to my childhood haha"
2016-03-15 13:53:26+00:00,Tuesday,2016-03-15 00:00:00+00:00,13:53:26,March,13,@MikeAndMike I was diagnosed with depression 25 years ago and my doctors always say marijuana is a DEPRESSANT,en,0,0,positive,@MikeAndMike I was diagnosed with depression 25 years ago and my doctors always say marijuana is a DEPRESSANT
2016-03-15 17:37:31+00:00,Tuesday,2016-03-15 00:00:00+00:00,17:37:31,March,17,@EdwardPettman I was diagnosed with BPD 3 years ago after simply being told for years it's 'just' depression/anxious/eating disorder.,en,0,0,positive,@EdwardPettman I was diagnosed with BPD 3 years ago after simply being told for years it's 'just' depression/anxious/eating disorder.
2016-03-15 22:39:15+00:00,Tuesday,2016-03-15 00:00:00+00:00,22:39:15,March,22,"@CatelynnLowell I was diagnosed with severe depression at 14, in 27 in May and just get on with it. No meds or anything, just therapy 👌🏻",en,0,0,positive,"@CatelynnLowell I was diagnosed with severe depression at 14, in 27 in May and just get on with it. No meds or anything, just therapy 👌🏻"
2016-03-16 10:28:20+00:00,Wednesday,2016-03-16 00:00:00+00:00,10:28:20,March,10,"Ya so I've been diagnosed with depression,  PTSD, anxiety and cognitive behavioural deficiency disorder. Nice",en,0,0,positive,"Ya so I've been diagnosed with depression,  PTSD, anxiety and cognitive behavioural deficiency disorder. Nice"
2016-03-16 19:22:01+00:00,Wednesday,2016-03-16 00:00:00+00:00,19:22:01,March,19,"two years ago today I was diagnosed with depression, and today I realized that I've beat it.",en,0,10,positive,"two years ago today I was diagnosed with depression, and today I realized that I've beat it."
2016-03-16 21:14:55+00:00,Wednesday,2016-03-16 00:00:00+00:00,21:14:55,March,21,"I know you guys have been worried about me bc I was diagnosed with depression at the end of January, and made it public on here",en,0,1,positive,"I know you guys have been worried about me bc I was diagnosed with depression at the end of January, and made it public on here"
2016-03-16 22:32:57+00:00,Wednesday,2016-03-16 00:00:00+00:00,22:32:57,March,22,"""Luckily, I was diagnosed with panic disorder, anxiety, and depression in my early teens"" LUCKILY",en,0,0,positive,"""Luckily, I was diagnosed with panic disorder, anxiety, and depression in my early teens"" LUCKILY"
2016-03-17 00:06:34+00:00,Thursday,2016-03-17 00:00:00+00:00,00:06:34,March,0,@fangirltherapy I've been diagnosed with depression so my thoughts daily are basically self-criticism! #fangirlhealth,en,0,0,positive,@fangirltherapy I've been diagnosed with depression so my thoughts daily are basically self-criticism! #fangirlhealth
2016-03-17 01:17:24+00:00,Thursday,2016-03-17 00:00:00+00:00,01:17:24,March,1,I feel like everyone is being super weird towards me so yes I'm home early I've been diagnosed with really bad depression,en,0,23,positive,I feel like everyone is being super weird towards me so yes I'm home early I've been diagnosed with really bad depression
2016-03-17 09:40:12+00:00,Thursday,2016-03-17 00:00:00+00:00,09:40:12,March,9,"One year ago today I was diagnosed with severe depression and anxiety, I was referred to a… https://t.co/WoRlPcsoPe",en,0,0,positive,"One year ago today I was diagnosed with severe depression and anxiety, I was referred to a… https://t.co/WoRlPcsoPe"
2016-03-17 11:22:29+00:00,Thursday,2016-03-17 00:00:00+00:00,11:22:29,March,11,"I was diagnosed with depression
well SHIT",en,0,0,positive,"I was diagnosed with depression
well SHIT"
2016-03-17 16:46:36+00:00,Thursday,2016-03-17 00:00:00+00:00,16:46:36,March,16,"@7Cupsot I've emailed, I've tweeted, and I've been diagnosed w/ depression. How dare you position yourself as there to help. It's $12 :/",en,0,0,positive,"@7Cupsot I've emailed, I've tweeted, and I've been diagnosed w/ depression. How dare you position yourself as there to help. It's $12 :/"
2016-03-17 17:10:14+00:00,Thursday,2016-03-17 00:00:00+00:00,17:10:14,March,17,"I don't talk about mental health anymore, and I probably should. I was diagnosed with clinical depression in 2012.",en,0,1,positive,"I don't talk about mental health anymore, and I probably should. I was diagnosed with clinical depression in 2012."
2016-03-17 19:37:54+00:00,Thursday,2016-03-17 00:00:00+00:00,19:37:54,March,19,You don't suffer with self harm or anxiety or depression!! I suffer with the last two and if you did you'd seek help!! I WAS DIAGNOSED -,en,0,0,positive,You don't suffer with self harm or anxiety or depression!! I suffer with the last two and if you did you'd seek help!! I WAS DIAGNOSED -
