text,lang,retweet_count,favorite_count,label,translated_text
@giamarie68 @drmrsthelazarus i've been diagnosed with depression since i was 13. never do i try to make anyone else's day miserable.,en,0,0,1,@giamarie68 @drmrsthelazarus i've been diagnosed with depression since i was 13. never do i try to make anyone else's day miserable.
and that was when i was diagnosed with anxiety and depression. i was 14 years old when all this was happening and couldn't handle it,en,0,0,1,and that was when i was diagnosed with anxiety and depression. i was 14 years old when all this was happening and couldn't handle it
"@sfordidfllc i was diagnosed over 15 yrs ago. i tried dozens of meds. anxiety &amp; depression mostly under control, but nothing helps the adhd.",en,0,0,1,"@sfordidfllc i was diagnosed over 15 yrs ago. i tried dozens of meds. anxiety &amp; depression mostly under control, but nothing helps the adhd."
i was diagnosed w bipolar depression but now my moms saying i was just diagnosed w an unspecified mood disorder + depression??,en,0,2,1,i was diagnosed w bipolar depression but now my moms saying i was just diagnosed w an unspecified mood disorder + depression??
"@hargitorious 1) i was diagnosed with ocd, depression, and anxiety 7 years ago. (but i no longer take meds for the depression and anxiety.🎉)",en,0,0,1,"@hargitorious 1) i was diagnosed with ocd, depression, and anxiety 7 years ago. (but i no longer take meds for the depression and anxiety.🎉)"
"i was diagnosed with: add, bpd, schizo affective, depression, anxiety, loneliness, and emotional deprivation. fabulous. i'm part schizo lol",en,0,0,1,"i was diagnosed with: add, bpd, schizo affective, depression, anxiety, loneliness, and emotional deprivation. fabulous. i'm part schizo lol"
"this time freshman year is when i was diagnosed with severe depression and now this year i'm feeling the same way i was then, and it hurts",en,0,0,1,"this time freshman year is when i was diagnosed with severe depression and now this year i'm feeling the same way i was then, and it hurts"
listen i've had depression for as long as i can remember (and yes i was diagnosed) and i dont care if you use pcd however,en,0,1,1,listen i've had depression for as long as i can remember (and yes i was diagnosed) and i dont care if you use pcd however
@tayababyyy i have been diagnosed with depression too so,en,0,1,1,@tayababyyy i have been diagnosed with depression too so
i have been diagnosed with depression and i don't get offended by this at all  #stopusingpcd2015,en,0,0,1,i have been diagnosed with depression and i don't get offended by this at all  #stopusingpcd2015
"if you cant find a reason to stop using pcd, use this reason: i have been diagnosed with severe clinical depression and it offends me. stop.",en,0,0,1,"if you cant find a reason to stop using pcd, use this reason: i have been diagnosed with severe clinical depression and it offends me. stop."
"i can't even with this ""stop using pcd"" thing there's a difference between feeling depressed and having depression i have been diagnosed",en,1,1,1,"i can't even with this ""stop using pcd"" thing there's a difference between feeling depressed and having depression i have been diagnosed"
"i was diagnosed by a doctor that i have depression, not accepted",en,0,0,1,"i was diagnosed by a doctor that i have depression, not accepted"
"if you think you're having a bad day, i have been diagnosed with major depression today...",en,0,0,1,"if you think you're having a bad day, i have been diagnosed with major depression today..."
@adoreliterature i took a step back from sm several months ago when i was diagnosed with depression. take care of you.,en,0,0,1,@adoreliterature i took a step back from sm several months ago when i was diagnosed with depression. take care of you.
"@julia_chaney i have been diagnosed with bipolar, schizoeffective, and severe anxiety and depression. i was just saying it will pass. i know",en,0,0,1,"@julia_chaney i have been diagnosed with bipolar, schizoeffective, and severe anxiety and depression. i was just saying it will pass. i know"
"i mean, two years ago i was diagnosed with depression and everyone got mad at me because apparently i was faking it. but she's justified.",en,0,0,1,"i mean, two years ago i was diagnosed with depression and everyone got mad at me because apparently i was faking it. but she's justified."
"today, i am coming out with something that only few of you know. last year, i was diagnosed with depression. http://t.co/nwgz8coa6h",en,1,0,1,"today, i am coming out with something that only few of you know. last year, i was diagnosed with depression. http://t.co/nwgz8coa6h"
"if i'm diagnosed with depression maybe things would be easier? nah. i'd rather be fucked up, but happy. 😌",en,0,0,1,"if i'm diagnosed with depression maybe things would be easier? nah. i'd rather be fucked up, but happy. 😌"
my sister just told me when i was diagnosed with depression &amp; anxiety she thought i was putting it on... kind of person does she think i am?,en,0,0,1,my sister just told me when i was diagnosed with depression &amp; anxiety she thought i was putting it on... kind of person does she think i am?
i was diagnosed with depression three weeks ago and my parents don't care. they are just angry and being rude to me.,en,0,0,1,i was diagnosed with depression three weeks ago and my parents don't care. they are just angry and being rude to me.
"about 3 years ago i was diagnosed with depression and anxiety. i went through a really dark period,… https://t.co/rirx3tkugh",en,0,0,1,"about 3 years ago i was diagnosed with depression and anxiety. i went through a really dark period,… https://t.co/rirx3tkugh"
i was diagnosed with general anxiety disorder and depression as a teenager. this is all probably just a symptom of my anxiety.,en,0,2,1,i was diagnosed with general anxiety disorder and depression as a teenager. this is all probably just a symptom of my anxiety.
depression is an excuse for being sad don't say i don't understand i'm diagnosed to have severe depression,en,0,2,1,depression is an excuse for being sad don't say i don't understand i'm diagnosed to have severe depression
during high school i was diagnosed with major depression but i made it through to scc #lowendrhythm #freas #scc,en,0,5,1,during high school i was diagnosed with major depression but i made it through to scc #lowendrhythm #freas #scc
@chavestegm i was diagnosed with depression last year. i made it through as well! we're awsome :)  #win #l5 #lowendrhythm,en,0,1,1,@chavestegm i was diagnosed with depression last year. i made it through as well! we're awsome :)  #win #l5 #lowendrhythm
"i've been diagnosed with situational depression, brought on my teaching in a public school + feeling off-course in life.",en,0,0,1,"i've been diagnosed with situational depression, brought on my teaching in a public school + feeling off-course in life."
and this was something i found out on my own years later when i was diagnosed with clinical depression #worldsuicidepreventionday,en,0,0,1,and this was something i found out on my own years later when i was diagnosed with clinical depression #worldsuicidepreventionday
@peachesanscream 1 year ago today i was 'diagnosed' with depression. it was realising i wasn't invisible that persuaded me to get help (1/2),en,2,2,1,@peachesanscream 1 year ago today i was 'diagnosed' with depression. it was realising i wasn't invisible that persuaded me to get help (1/2)
"today is #worldsuicidepreventionday💞 when i was diagnosed with depression at 14, i was terrified to… https://t.co/fej9jczdo2",en,0,0,1,"today is #worldsuicidepreventionday💞 when i was diagnosed with depression at 14, i was terrified to… https://t.co/fej9jczdo2"
i was diagnosed w. depression monday but i feel fine and i ain taken no wack ass pills,en,0,0,1,i was diagnosed w. depression monday but i feel fine and i ain taken no wack ass pills
it's been six years since i was diagnosed with clinical depression. six years since i started my… https://t.co/johjvlhgyx,en,0,1,1,it's been six years since i was diagnosed with clinical depression. six years since i started my… https://t.co/johjvlhgyx
"i was diagnosed with severe anxiety and depression. doctors, therapy, medicine. i've done it all. #worldsuicidepreventionday",en,0,0,1,"i was diagnosed with severe anxiety and depression. doctors, therapy, medicine. i've done it all. #worldsuicidepreventionday"
"@buzzfeed i was taught, 15 years ago when i was diagnosed with depression, to be ashamed of my diagnosis. it takes strength to talk about it",en,0,1,1,"@buzzfeed i was taught, 15 years ago when i was diagnosed with depression, to be ashamed of my diagnosis. it takes strength to talk about it"
"several years ago, i was diagnosed with clinical depression after an attempted suicide. i saw myself… https://t.co/msr7smux8f",en,0,0,1,"several years ago, i was diagnosed with clinical depression after an attempted suicide. i saw myself… https://t.co/msr7smux8f"
"i've been diagnosed with depression, anxiety, and ptsd. so, there's that. i hope everyone has been well. ☺",en,0,1,1,"i've been diagnosed with depression, anxiety, and ptsd. so, there's that. i hope everyone has been well. ☺"
"#nationalsuicidepreventionweek is important because depression can effect anyone. i'm diagnosed with it, and i probably don't look like it.",en,3,4,1,"#nationalsuicidepreventionweek is important because depression can effect anyone. i'm diagnosed with it, and i probably don't look like it."
photo: i’ve been diagnosed with depression. i’ve been suicidal. i attempted suicide at least once a year.... http://t.co/wg4pwrayps,en,0,0,1,photo: i’ve been diagnosed with depression. i’ve been suicidal. i attempted suicide at least once a year.... http://t.co/wg4pwrayps
nearly 4 years ago i was diagnosed with chronic depression. and while i have come a long way since… https://t.co/qsl3m0wdhv,en,0,0,1,nearly 4 years ago i was diagnosed with chronic depression. and while i have come a long way since… https://t.co/qsl3m0wdhv
@theresacaputo you are amazing! i was diagnosed years ago with depression n anxiety so i know how it is!! some days are easier then others,en,0,0,1,@theresacaputo you are amazing! i was diagnosed years ago with depression n anxiety so i know how it is!! some days are easier then others
"9 years since i was diagnosed with an anxiety disorder, depression, phobia, and panic attacks. still fighting.#tomorrow15 #akf @jarpad @wspd",en,0,0,1,"9 years since i was diagnosed with an anxiety disorder, depression, phobia, and panic attacks. still fighting.#tomorrow15 #akf @jarpad @wspd"
"i have been diagnosed with ptsd, depression and anxiety. guess what docs mostly ignored. the ptsd. i think that's why antidepressants failed",en,0,0,1,"i have been diagnosed with ptsd, depression and anxiety. guess what docs mostly ignored. the ptsd. i think that's why antidepressants failed"
"@irwin_oreos you always go around saying ""oh i have anxiety"" ""oh i'm diagnosed with depression"" ""i've had a hard life"" the truth is",en,0,1,1,"@irwin_oreos you always go around saying ""oh i have anxiety"" ""oh i'm diagnosed with depression"" ""i've had a hard life"" the truth is"
@favorhamilton  last week i was diagnosed with biopolar after a year of taking venlafaxine for depression.  worst year of my families lives!,en,0,0,1,@favorhamilton  last week i was diagnosed with biopolar after a year of taking venlafaxine for depression.  worst year of my families lives!
a11. i was diagnosed w major depression&amp;generalized anxiety my family has been supportive but feel like its mind/matter #womensfreedomfriday,en,1,0,1,a11. i was diagnosed w major depression&amp;generalized anxiety my family has been supportive but feel like its mind/matter #womensfreedomfriday
i have depression anxiety suicidal thoughts &amp; attemp self harm and now separation anxiety? do i have any more problems i'm diagnosed with?,en,0,0,1,i have depression anxiety suicidal thoughts &amp; attemp self harm and now separation anxiety? do i have any more problems i'm diagnosed with?
for those of you who don't know i've struggled with depression and anxiety. i was diagnosed with ptsd… https://t.co/9r9tlxvlgb,en,0,0,1,for those of you who don't know i've struggled with depression and anxiety. i was diagnosed with ptsd… https://t.co/9r9tlxvlgb
it's been a little over 10 years since i've been diagnosed with depression... #alwayskeepfighting @jarpad @twloha http://t.co/jw9nqv9tzx,en,0,0,1,it's been a little over 10 years since i've been diagnosed with depression... #alwayskeepfighting @jarpad @twloha http://t.co/jw9nqv9tzx
then i was diagnosed with depression and endometriosis. in my eyes my life was literally over. i was over.,en,0,0,1,then i was diagnosed with depression and endometriosis. in my eyes my life was literally over. i was over.
"some backstory: in 2008, before i was diagnosed with depression, i went to the don quijote in shibuya...",en,0,0,1,"some backstory: in 2008, before i was diagnosed with depression, i went to the don quijote in shibuya..."
i'm diagnosed with depression actually,en,0,0,1,i'm diagnosed with depression actually
"fifteen years ago i was diagnosed with clinical depression. 

it crept up on me over time during the collapse of... http://t.co/o0q7lle2bz",en,0,0,1,"fifteen years ago i was diagnosed with clinical depression. 

it crept up on me over time during the collapse of... http://t.co/o0q7lle2bz"
"i'd rather call my ""depression days"" as emo days because i don't think i was diagnosed with depression in the first place",en,1,0,1,"i'd rather call my ""depression days"" as emo days because i don't think i was diagnosed with depression in the first place"
"i'm tired of nigeria. i went to the hospital yesterday to complain of headache and dizziness. 
i was diagnosed with depression/anxiety.",en,0,0,1,"i'm tired of nigeria. i went to the hospital yesterday to complain of headache and dizziness. 
i was diagnosed with depression/anxiety."
"i was diagnosed with social anxiety and depression, when i have my dark days i listen your songs and it helps #staystrongtyler @tylergposey",en,0,1,1,"i was diagnosed with social anxiety and depression, when i have my dark days i listen your songs and it helps #staystrongtyler @tylergposey"
how the hell do i tell my parents that i was diagnosed with depression over 3 months ago??!! :(,en,0,0,1,how the hell do i tell my parents that i was diagnosed with depression over 3 months ago??!! :(
@5sos_daily i have been diagnosed with clinical depression. i go to therapy. i'm on meds. and i still use pcd bc it makes the most sense,en,0,0,1,@5sos_daily i have been diagnosed with clinical depression. i go to therapy. i'm on meds. and i still use pcd bc it makes the most sense
i have been diagnosed with depression for 6 years and this term doesn't bother me?? idk? https://t.co/kn9ftwcyld,en,0,1,1,i have been diagnosed with depression for 6 years and this term doesn't bother me?? idk? https://t.co/kn9ftwcyld
@blinkexist182 exactly i was diagnosed with social anxiety and several depression but my therapist said i had psychosis and i got desperate,en,0,0,1,@blinkexist182 exactly i was diagnosed with social anxiety and several depression but my therapist said i had psychosis and i got desperate
@givemebullets i've been diagnosed w/ depression and severe anxiety but they just completely refused to diagnose me w/ bpd until recently,en,0,0,1,@givemebullets i've been diagnosed w/ depression and severe anxiety but they just completely refused to diagnose me w/ bpd until recently
yeah i'm fully aware. i was diagnosed a long time ago. i know what depression is.  https://t.co/0nagiqtgpr,en,0,0,1,yeah i'm fully aware. i was diagnosed a long time ago. i know what depression is.  https://t.co/0nagiqtgpr
i've been diagnosed with depression wtf are you even talking about? do you have a phd??? https://t.co/njrf5qgyrq,en,0,0,1,i've been diagnosed with depression wtf are you even talking about? do you have a phd??? https://t.co/njrf5qgyrq
"@molt_coc dude, you are awesome. i was diagnosed with depression a year ago and you have been making me happier and happier every day! &lt;3 ya",en,0,0,1,"@molt_coc dude, you are awesome. i was diagnosed with depression a year ago and you have been making me happier and happier every day! &lt;3 ya"
@mlp_alphoenzo you should know.....i've been diagnosed with bi-polar depression,en,0,0,1,@mlp_alphoenzo you should know.....i've been diagnosed with bi-polar depression
"i'm diagnosed with depression, anxiety, and ptsd. jensen &amp; jared inspired me to reach out. i'm forever grateful. 💕 #10yearsofsupernatural",en,1,4,1,"i'm diagnosed with depression, anxiety, and ptsd. jensen &amp; jared inspired me to reach out. i'm forever grateful. 💕 #10yearsofsupernatural"
"some ppl blame my depression on twitter
i say you guys are the reason i was diagnosed &amp; helped

i also say fuck you

a lot",en,1,5,1,"some ppl blame my depression on twitter
i say you guys are the reason i was diagnosed &amp; helped

i also say fuck you

a lot"
@iamedeng i was diagnosed with a severe case of depression and anxiety. its a pain to deal with...,en,0,0,1,@iamedeng i was diagnosed with a severe case of depression and anxiety. its a pain to deal with...
@iambiga_ idk i have been diagnosed with depression so,en,0,0,1,@iambiga_ idk i have been diagnosed with depression so
i'm diagnosed with severe depression,en,0,2,1,i'm diagnosed with severe depression
like i was diagnosed with depression in the beginning of this year 2015.,en,0,0,1,like i was diagnosed with depression in the beginning of this year 2015.
@usepcsinstead you can't use your argument on me. i was diagnosed with depression earlier in life and this doesn't offend me at all.,en,0,0,1,@usepcsinstead you can't use your argument on me. i was diagnosed with depression earlier in life and this doesn't offend me at all.
"@enjoysuksoaptoo @cgbp i was diagnosed with depression&amp;anxiety at a young age, and hate when people use mental illnesses as an adjective.",en,0,0,1,"@enjoysuksoaptoo @cgbp i was diagnosed with depression&amp;anxiety at a young age, and hate when people use mental illnesses as an adjective."
if i was diagnosed with depression i wouldn't be surprised at all,en,0,0,1,if i was diagnosed with depression i wouldn't be surprised at all
"i've been diagnosed with depression and anxiety for about 5 years now.
#confessionnight",en,1,2,1,"i've been diagnosed with depression and anxiety for about 5 years now.
#confessionnight"
"https://t.co/smbu7hnt3l
this hit me hard.i have been diagnosed with depression and he couldn't have explained it any better. #acetrainerliam",en,0,1,1,"https://t.co/smbu7hnt3l
this hit me hard.i have been diagnosed with depression and he couldn't have explained it any better. #acetrainerliam"
"@hootaloo i was diagnosed with depression in college and took meds for it, and they ended up making me even worse. it was certainly not fun.",en,0,0,1,"@hootaloo i was diagnosed with depression in college and took meds for it, and they ended up making me even worse. it was certainly not fun."
"eleven days before i turned 20, i was diagnosed with depression and bipolar ii http://t.co/ztkdd6ngku via @coffeetattoos #bipolardisorder",en,2,5,1,"eleven days before i turned 20, i was diagnosed with depression and bipolar ii http://t.co/ztkdd6ngku via @coffeetattoos #bipolardisorder"
@pineadampple actually i was diagnosed with depression and severe add when i was 14 but i manage it thru meditation and fulfillment,en,19,75,1,@pineadampple actually i was diagnosed with depression and severe add when i was 14 but i manage it thru meditation and fulfillment
@jonahgreen my dad doesnt even believe that i have anxiety or depression even tho i've been diagnosed with anxiety already,en,0,0,1,@jonahgreen my dad doesnt even believe that i have anxiety or depression even tho i've been diagnosed with anxiety already
i'm diagnosed ocd and depression. https://t.co/l6ycznwx2g,en,0,0,1,i'm diagnosed ocd and depression. https://t.co/l6ycznwx2g
"@introdile there are varying degrees of depression. i was diagnosed with ""mild"" chronic depression and i know how you feel",en,0,0,1,"@introdile there are varying degrees of depression. i was diagnosed with ""mild"" chronic depression and i know how you feel"
just got back from therapy. i've been diagnosed with chronic depression. ;-;,en,0,0,1,just got back from therapy. i've been diagnosed with chronic depression. ;-;
i was diagnosed with depression &amp; post-traumatic stress disorder and i used to be embarrassed to say so but i recently learned to accept it,en,0,2,1,i was diagnosed with depression &amp; post-traumatic stress disorder and i used to be embarrassed to say so but i recently learned to accept it
"@karnythia @thewayoftheid when my dad died i was diagnosed with mild depression and severe anxiety,",en,0,0,1,"@karnythia @thewayoftheid when my dad died i was diagnosed with mild depression and severe anxiety,"
"today 3 years ago i was diagnosed with http://t.co/5sgjzdsybq i'm feeling better than ever.never give up on life, there's so much out there!",en,0,0,1,"today 3 years ago i was diagnosed with http://t.co/5sgjzdsybq i'm feeling better than ever.never give up on life, there's so much out there!"
@ravenelysetv i totally understand i was diagnosed with anxiety when i was little then clinical depression my freshman year of college.,en,0,1,1,@ravenelysetv i totally understand i was diagnosed with anxiety when i was little then clinical depression my freshman year of college.
@boidlygoing ~ me medically for everything...  *decides it's just best to tell you* (txt) i was diagnosed with post-partum depression. ~,en,0,0,1,@boidlygoing ~ me medically for everything...  *decides it's just best to tell you* (txt) i was diagnosed with post-partum depression. ~
😕 not true i have anxiety and serve depression i was diagnosed  with  https://t.co/ow3ramfpeu,en,1,1,1,😕 not true i have anxiety and serve depression i was diagnosed  with  https://t.co/ow3ramfpeu
"@nkmtoo and what a wonderful thing you are doing! i was diagnosed with ptsd and clinical depression when i was 21, so nkm2! all the best.",en,0,0,1,"@nkmtoo and what a wonderful thing you are doing! i was diagnosed with ptsd and clinical depression when i was 21, so nkm2! all the best."
#nationaltattoostoryday i was diagnosed with severe anxiety and depression when i was in first grade.… https://t.co/j6md4elhsb,en,0,0,1,#nationaltattoostoryday i was diagnosed with severe anxiety and depression when i was in first grade.… https://t.co/j6md4elhsb
"@annaclendening my name is sandra and i am 14 years old, for months i was diagnosed with anxiety and depression. i would like to talk to you",en,0,0,1,"@annaclendening my name is sandra and i am 14 years old, for months i was diagnosed with anxiety and depression. i would like to talk to you"
"@alienprncess no because i don't find it disrespectful,i have been diagnosed with depression and i don't find it disrespectful by saying it?",en,0,0,1,"@alienprncess no because i don't find it disrespectful,i have been diagnosed with depression and i don't find it disrespectful by saying it?"
"and please don't come at me with ""i've been diagnosed with depression since i was 5"" because i will laugh.",en,0,1,1,"and please don't come at me with ""i've been diagnosed with depression since i was 5"" because i will laugh."
@omgitsfirefoxx i just wanted you to knoe that recently i was diagnosed with severe depression and that you have actually been helping thx.,en,0,0,1,@omgitsfirefoxx i just wanted you to knoe that recently i was diagnosed with severe depression and that you have actually been helping thx.
"@eveyjacob i'm undiagnosed, but pretty sure i have a form of ptsd. otoh, i've been diagnosed w/depression, but pretty sure i don't have that",en,0,1,1,"@eveyjacob i'm undiagnosed, but pretty sure i have a form of ptsd. otoh, i've been diagnosed w/depression, but pretty sure i don't have that"
i've been diagnosed with mild to serve depression but was not given therapy or medication.,en,0,0,1,i've been diagnosed with mild to serve depression but was not given therapy or medication.
4 years ago today i was diagnosed with depression.,en,0,6,1,4 years ago today i was diagnosed with depression.
i hate that i've been diagnosed with depression.,en,0,0,1,i hate that i've been diagnosed with depression.
"i've been depressed since i was 15, practically a child. i didn't have time to find myself before i was diagnosed with depression.",en,0,0,1,"i've been depressed since i was 15, practically a child. i didn't have time to find myself before i was diagnosed with depression."
"so this morning alone i have been diagnosed with depression, iron and vitamin d deficiency lol",en,0,0,1,"so this morning alone i have been diagnosed with depression, iron and vitamin d deficiency lol"
"also.. from now on i'm diagnosed with depression and anxiety, nice really👍🏼👍🏼👍🏼👍🏼👌🏼👌🏼👌🏼",en,0,0,1,"also.. from now on i'm diagnosed with depression and anxiety, nice really👍🏼👍🏼👍🏼👍🏼👌🏼👌🏼👌🏼"
@unclasslfled who tf are you??? you dont even know me 😂 i know what depression is i was diagnosed with it please get out of my notifications,en,0,0,1,@unclasslfled who tf are you??? you dont even know me 😂 i know what depression is i was diagnosed with it please get out of my notifications
@unclasslfled i fucking know i was diagnosed with depression get the fuck out of my notifications,en,0,0,1,@unclasslfled i fucking know i was diagnosed with depression get the fuck out of my notifications
"it's been about a year since i was diagnosed with depression, anxiety and social anxiety….",en,0,0,1,"it's been about a year since i was diagnosed with depression, anxiety and social anxiety…."
"@idinamenzel when i was diagnosed with clinical depression a few years ago, i would sing this song every night (coldplay-fix you)",en,0,0,1,"@idinamenzel when i was diagnosed with clinical depression a few years ago, i would sing this song every night (coldplay-fix you)"
i think i'm diagnosed with depression 😑,en,1,0,1,i think i'm diagnosed with depression 😑
@suaverepublique &amp; i truly hated it. that was the first time i was diagnosed with severe depression. this time around i said no. i wasn't ..,en,0,0,1,@suaverepublique &amp; i truly hated it. that was the first time i was diagnosed with severe depression. this time around i said no. i wasn't ..
@loismcewan since reading it i've been diagnosed with depression and i thought it was amazing how i could suddenly relate to it.,en,0,0,1,@loismcewan since reading it i've been diagnosed with depression and i thought it was amazing how i could suddenly relate to it.
from a member: could really use some advice. please post anonymous. i was diagnosed with ptsd and depression... http://t.co/u378e49edv,en,0,0,1,from a member: could really use some advice. please post anonymous. i was diagnosed with ptsd and depression... http://t.co/u378e49edv
"@libraryjamie @ask_anaspergirl @project1enigma i was diagnosed w/ anxiety and depression in college, some 8 yrs before asd diagnosis.",en,0,1,1,"@libraryjamie @ask_anaspergirl @project1enigma i was diagnosed w/ anxiety and depression in college, some 8 yrs before asd diagnosis."
"a few months ago i was diagnosed with anxiety and depression. @5sos makes me break a smile in my face. thanks. 😘😍
http://t.co/wk2h1wyqwg",en,0,0,1,"a few months ago i was diagnosed with anxiety and depression. @5sos makes me break a smile in my face. thanks. 😘😍
http://t.co/wk2h1wyqwg"
i've been diagnosed with depression since i was 13 years old. its a dark and long struggle. but..,en,0,1,1,i've been diagnosed with depression since i was 13 years old. its a dark and long struggle. but..
i think my wicked witch of a stepmother told everyone abt depression when i was diagnosed even tho everyone knows i hate ppl doing that!!!,en,0,1,1,i think my wicked witch of a stepmother told everyone abt depression when i was diagnosed even tho everyone knows i hate ppl doing that!!!
"damn.. i never thought about that.. and i've been diagnosed with depression .. ""pcd"" is offensive and hurtful to others.",en,0,0,1,"damn.. i never thought about that.. and i've been diagnosed with depression .. ""pcd"" is offensive and hurtful to others."
"-- life. i've never actually told someone about this here, but i have one. i struggle with depression. i was diagnosed back in february, --",en,0,1,1,"-- life. i've never actually told someone about this here, but i have one. i struggle with depression. i was diagnosed back in february, --"
"hallucinations are haunting me - i have been diagnosed with aspergers and major depression, however i am not sure ... http://t.co/wlhr7dmyg2",en,0,0,1,"hallucinations are haunting me - i have been diagnosed with aspergers and major depression, however i am not sure ... http://t.co/wlhr7dmyg2"
"hallucinations are haunting me - i have been diagnosed with aspergers and major depression, however i am not sure ... http://t.co/bzqncv5whn",en,0,0,1,"hallucinations are haunting me - i have been diagnosed with aspergers and major depression, however i am not sure ... http://t.co/bzqncv5whn"
"just realized, what if i was diagnosed by depression and you guys just didn't know? hahahahahaha.",en,0,2,1,"just realized, what if i was diagnosed by depression and you guys just didn't know? hahahahahaha."
"from a member: post anonymous please: i was diagnosed in 2009 w/severe ptsd,major depression/anxiety amongst a... http://t.co/oopb1tnw4r",en,1,0,1,"from a member: post anonymous please: i was diagnosed in 2009 w/severe ptsd,major depression/anxiety amongst a... http://t.co/oopb1tnw4r"
@metrykat: i'm diagnosed with major depression disorder &amp; panic attacks. the antidepressants make me foggy. . #depression,en,0,0,1,@metrykat: i'm diagnosed with major depression disorder &amp; panic attacks. the antidepressants make me foggy. . #depression
"@nipnopstv i've been diagnosed with manic depression, ptsd, severe social anxiety. i had to force myself to interact with people.",en,0,0,1,"@nipnopstv i've been diagnosed with manic depression, ptsd, severe social anxiety. i had to force myself to interact with people."
@letstalkni yes i have been diagnosed with depression before now but there is an ashamedness that affects you #rushhourbiz 1/2,en,0,3,1,@letstalkni yes i have been diagnosed with depression before now but there is an ashamedness that affects you #rushhourbiz 1/2
"ya know what tho, this health kick is a testament to how far i’ve come since i was diagnosed with depression.",en,0,0,1,"ya know what tho, this health kick is a testament to how far i’ve come since i was diagnosed with depression."
"""when i was 14, i was diagnosed with depression, but when i told my parents i wanted to kill myself,..."" http://t.co/vh781mcdej",en,0,0,1,"""when i was 14, i was diagnosed with depression, but when i told my parents i wanted to kill myself,..."" http://t.co/vh781mcdej"
"...where they say i have been ""diagnosed with depression"", which i haven't. i guess they just assumed.",en,0,1,1,"...where they say i have been ""diagnosed with depression"", which i haven't. i guess they just assumed."
@inappropriateeq yeah same because i was diagnosed with severe depression 4 years ago and just bleh,en,0,0,1,@inappropriateeq yeah same because i was diagnosed with severe depression 4 years ago and just bleh
@grahamsummerell you can have depression from a concert. had it multiple times &amp; i know because i'm diagnosed w severe depression,en,0,1,1,@grahamsummerell you can have depression from a concert. had it multiple times &amp; i know because i'm diagnosed w severe depression
"@iamfirstborn1 @iamfreedom777 @pesb2012  not suffering from depression, i was diagnosed independently with ptsd and asperger syndrome not",en,0,0,1,"@iamfirstborn1 @iamfreedom777 @pesb2012  not suffering from depression, i was diagnosed independently with ptsd and asperger syndrome not"
"me: i was diagnosed with depression
dad: you're so young and have so much going for you to be depressed 
me: that's not how it works
dad: oh",en,0,0,1,"me: i was diagnosed with depression
dad: you're so young and have so much going for you to be depressed 
me: that's not how it works
dad: oh"
i was diagnosed with depression  with suicidal thoughts six years ago this month. spent a week in the hospital.,en,0,0,1,i was diagnosed with depression  with suicidal thoughts six years ago this month. spent a week in the hospital.
"but in actuality, i'm diagnosed with major depression after my mother has passed. i'm not motivated to do anything.",en,0,0,1,"but in actuality, i'm diagnosed with major depression after my mother has passed. i'm not motivated to do anything."
same with depression. when my therapist told me i was diagnosed with depression like six years ago i was in such denial.,en,0,1,1,same with depression. when my therapist told me i was diagnosed with depression like six years ago i was in such denial.
@intonerofpurity @godofdarkness8 but you.... whatever. because you picked on me for depression. i mean. grow up. i was diagnosed with it.,en,0,0,1,@intonerofpurity @godofdarkness8 but you.... whatever. because you picked on me for depression. i mean. grow up. i was diagnosed with it.
@starkidgleekhp and the results said that i have very severe depression. i was diagnosed with mild. i have been working on recovery 😢,en,0,0,1,@starkidgleekhp and the results said that i have very severe depression. i was diagnosed with mild. i have been working on recovery 😢
"@tukroll tuk. i want you to know you can always talk to me about depression. besides my pharmacy background, i have been diagnosed with both",en,0,2,1,"@tukroll tuk. i want you to know you can always talk to me about depression. besides my pharmacy background, i have been diagnosed with both"
so i have been diagnosed with depression and they have me on so much medication 😔,en,0,0,1,so i have been diagnosed with depression and they have me on so much medication 😔
"i'm diagnosed with depression so i would love to get my brain scanned.
getting scanned is so expensive though. &gt;_&lt; https://t.co/mtgf4ppz6m",en,0,1,1,"i'm diagnosed with depression so i would love to get my brain scanned.
getting scanned is so expensive though. &gt;_&lt; https://t.co/mtgf4ppz6m"
"great feedback from a young woman who reads bella magazine. ""i was diagnosed with depression and anxiety earlier... http://t.co/ivsz2pvteg",en,0,0,1,"great feedback from a young woman who reads bella magazine. ""i was diagnosed with depression and anxiety earlier... http://t.co/ivsz2pvteg"
"most of my life i have been diagnosed w manic depression, bipolar disorder, drugged up on mood stabilizers, antipsychotics, antidepressents.",en,0,1,1,"most of my life i have been diagnosed w manic depression, bipolar disorder, drugged up on mood stabilizers, antipsychotics, antidepressents."
@mh_voices there are always people like that. i was diagnosed with depression at 9! my teachers didn't have a clue how to deal with that!,en,0,0,1,@mh_voices there are always people like that. i was diagnosed with depression at 9! my teachers didn't have a clue how to deal with that!
so it turns out it wasn't depression i've been suffering with for all these years. i was diagnosed with bipolar type 2 a few weeks back.,en,0,1,1,so it turns out it wasn't depression i've been suffering with for all these years. i was diagnosed with bipolar type 2 a few weeks back.
"@doe326 @shadipetosky @shadeskelly i was diagnosed with depression, anxiety, ptsd + anorexia, because of her neglect and abuse, aged 9.",en,0,0,1,"@doe326 @shadipetosky @shadeskelly i was diagnosed with depression, anxiety, ptsd + anorexia, because of her neglect and abuse, aged 9."
